Transaction ID,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model,Date
2103,Monday,Apple,8,42107.23,Navin Nair,46,Delhi,Cash,4,iPhone SE,5/29/2023
2104,Monday,OnePlus,5,51376.48,Shruti Mehta,40,Bangalore,Cash,4,OnePlus 8T,5/29/2023
2105,Tuesday,Samsung,4,50754.82,Sachin Arora,38,Ranchi,Cash,4,Galaxy Note 20,5/30/2023
2106,Tuesday,Samsung,7,25136.74,Lata Alva,33,Jodhpur,Credit Card,4,Galaxy Note 20,5/30/2023
2107,Tuesday,Samsung,7,45203.89,Namita Roy,58,Ranchi,Cash,4,Galaxy Note 20,5/30/2023
2108,Tuesday,OnePlus,9,57754.79,Vinod Chatterjee,43,Delhi,UPI,4,OnePlus Nord,5/30/2023
2109,Wednesday,Samsung,9,38504.74,Shruti Roy,54,Mumbai,UPI,2,Galaxy A51,5/31/2023
2110,Wednesday,Vivo,5,57597.88,Neeta Nair,39,Mumbai,Cash,2,Vivo S1,5/31/2023
2111,Wednesday,Apple,8,31592.96,Bhavana Teja,27,Gorakhpur,UPI,5,iPhone 11,5/31/2023
2112,Wednesday,Vivo,1,66325.61,Sunil Varma,24,Delhi,UPI,2,Vivo S1,5/31/2023
2113,Thursday,Samsung,9,42035.71,Aditya Rao,26,Hyderabad,Debit Card,2,Galaxy S21,6/1/2023
2114,Thursday,Vivo,8,45756.88,Pooja Rao,42,Delhi,Debit Card,5,Vivo V20,6/1/2023
2115,Thursday,Samsung,6,11881.69,Neeta Desai,32,Bhopal,Cash,1,Galaxy A51,6/1/2023
2116,Friday,OnePlus,3,20216.15,Deepika Deshmukh,30,Chennai,Credit Card,4,OnePlus 8T,6/2/2023
2117,Friday,Vivo,3,47976.03,Tanuja Mathur,59,Lucknow,Credit Card,2,Vivo V20,6/2/2023
2118,Friday,OnePlus,8,35192.22,Tanuja Mathur,43,Rajkot,Debit Card,5,OnePlus Nord,6/2/2023
2119,Friday,OnePlus,5,40489.83,Lata Mehta,38,Gorakhpur,Debit Card,4,OnePlus 9,6/2/2023
2120,Saturday,Xiaomi,7,13778.28,Nikhil Jain,40,Madurai,Credit Card,4,Redmi Note 10,6/3/2023
2121,Saturday,Samsung,5,60048.11,Priyanka Ghosh,45,Hyderabad,Cash,2,Galaxy S21,6/3/2023
2122,Saturday,Apple,8,57070.34,Anita Joshi,55,Mumbai,Credit Card,4,iPhone 12,6/3/2023
2123,Saturday,Samsung,4,21121.24,Navin Gupta,29,Mumbai,Credit Card,5,Galaxy A51,6/3/2023
2124,Sunday,Apple,2,48059.76,Tapan Rathod,41,Ludhiana,UPI,5,iPhone 12,6/4/2023
2125,Sunday,Samsung,3,59098.91,Sachin Goyal,30,Delhi,Credit Card,5,Galaxy A51,6/4/2023
2126,Sunday,OnePlus,8,48451.25,Gita Teja,57,Delhi,Debit Card,5,OnePlus 9,6/4/2023
2127,Sunday,Vivo,7,28623.89,Anjali Pathak,19,Delhi,Cash,5,Vivo V20,6/4/2023
2128,Monday,Vivo,2,49366.67,Devendra Pathak,56,Kolkata,Credit Card,4,Vivo V20,6/5/2023
2129,Monday,Xiaomi,6,22627.7,Anand Joshi,29,Gorakhpur,UPI,5,Redmi 9,6/5/2023
2130,Monday,Apple,9,29095.3,Pankaj Mathur,56,Lucknow,Debit Card,4,iPhone 12,6/5/2023
2131,Tuesday,Apple,4,24404.18,Monika Thakur,31,Ludhiana,Debit Card,4,iPhone 12,6/6/2023
2132,Tuesday,Apple,9,43415.51,Bina Goyal,47,Bhopal,UPI,4,iPhone 11,6/6/2023
2133,Tuesday,OnePlus,2,16493.6,Vivek Bhattacharya,58,Mumbai,Debit Card,4,OnePlus 9,6/6/2023
2134,Wednesday,Apple,2,65998.62,Priya Sharma,36,Bangalore,UPI,1,iPhone 11,6/7/2023
2135,Wednesday,Vivo,9,30010.74,Namita Mehta,48,Lucknow,Debit Card,2,Vivo S1,6/7/2023
2136,Wednesday,OnePlus,7,23138.21,Kiran Srivastava,42,Coimbatore,Debit Card,4,OnePlus 9,6/7/2023
2137,Thursday,Samsung,7,39792.99,Sunita Iyer,21,Hyderabad,Debit Card,1,Galaxy S21,6/8/2023
2138,Thursday,Apple,1,26619.87,Anita Srivastava,30,Gorakhpur,Debit Card,4,iPhone 11,6/8/2023
2139,Thursday,Apple,6,42094.25,Isha Luthra,53,Ludhiana,UPI,4,iPhone 11,6/8/2023
2140,Thursday,Samsung,7,30910.55,Harish Thakur,59,Indore,Credit Card,4,Galaxy S21,6/8/2023
2141,Friday,Apple,6,17924.01,Arun Desai,54,Mumbai,Debit Card,5,iPhone SE,6/9/2023
2142,Friday,Samsung,6,25953.71,Priyanka Mishra,20,Chennai,UPI,4,Galaxy Note 20,6/9/2023
2143,Friday,OnePlus,2,36306.39,Rajesh Verma,33,Mumbai,UPI,4,OnePlus 9,6/9/2023
2144,Friday,Vivo,6,11817.59,Sachin Goyal,43,Lucknow,UPI,2,Vivo Y51,6/9/2023
2145,Saturday,Samsung,4,56238.55,Monika Mehta,57,Mumbai,Credit Card,4,Galaxy A51,6/10/2023
2146,Saturday,Xiaomi,9,47309.47,Rajesh Menon,56,Delhi,Cash,1,Mi 11,6/10/2023
2147,Saturday,Samsung,1,46081.58,Mala Thakur,36,Coimbatore,UPI,4,Galaxy S21,6/10/2023
2148,Saturday,Apple,8,42763,Rohan Singh,32,Delhi,UPI,1,iPhone 11,6/10/2023
2149,Sunday,OnePlus,5,45418.79,Tapan Varma,49,Hyderabad,UPI,5,OnePlus Nord,6/11/2023
2150,Sunday,OnePlus,1,66079.12,Vivek Jain,38,Delhi,Credit Card,5,OnePlus 9,6/11/2023
2151,Sunday,Samsung,4,10514.15,Pankaj Kapoor,18,Coimbatore,Debit Card,2,Galaxy S21,6/11/2023
2152,Monday,Vivo,1,12867.98,Aditya Luthra,23,Kolkata,Credit Card,4,Vivo V20,6/12/2023
2153,Monday,Xiaomi,6,21489.6,Anita Bhattacharya,44,Delhi,UPI,2,Redmi Note 10,6/12/2023
2154,Monday,OnePlus,2,20038.08,Anand Joshi,40,Delhi,Cash,1,OnePlus Nord,6/12/2023
2155,Monday,Apple,5,20871.67,Rajesh Prasad,48,Hyderabad,UPI,2,iPhone 12,6/12/2023
2156,Tuesday,Apple,7,50316.63,Ramesh Sharma,29,Vadodara,Debit Card,1,iPhone SE,6/13/2023
2157,Tuesday,Vivo,2,37569,Bina Patel,38,Delhi,Cash,2,Vivo S1,6/13/2023
2158,Tuesday,OnePlus,6,69506.73,Arun Iyer,19,Delhi,Cash,5,OnePlus 8T,6/13/2023
2159,Tuesday,Samsung,6,23613.15,Aditya Jain,22,Ranchi,Credit Card,4,Galaxy Note 20,6/13/2023
2160,Wednesday,Apple,5,28649.81,Deepika Prasad,26,Mumbai,Credit Card,2,iPhone 12,6/14/2023
2161,Wednesday,Vivo,5,69054.44,Priya Varma,37,Kanpur,Debit Card,1,Vivo V20,6/14/2023
2162,Wednesday,OnePlus,3,59905.49,Ravi Kaur,35,Mumbai,Credit Card,4,OnePlus Nord,6/14/2023
2163,Wednesday,OnePlus,2,38187.95,Amit Ghosh,39,Patna,Debit Card,5,OnePlus 8T,6/14/2023
2164,Thursday,OnePlus,7,43275.81,Vijay Malhotra,25,Delhi,Cash,5,OnePlus 9,6/15/2023
2165,Thursday,OnePlus,1,60590.68,Pankaj Desai,51,Hyderabad,Cash,4,OnePlus 9,6/15/2023
2166,Thursday,OnePlus,6,38858.81,Isha Thakur,26,Delhi,Cash,4,OnePlus Nord,6/15/2023
2167,Thursday,Apple,6,22361.42,Tapan Nair,24,Mumbai,Debit Card,2,iPhone 11,6/15/2023
2168,Friday,Vivo,3,59706.67,Tapan Rathod,47,Kanpur,Credit Card,5,Vivo V20,6/16/2023
2169,Friday,OnePlus,2,42266.35,Vijay Varma,35,Indore,Credit Card,2,OnePlus 9,6/16/2023
2170,Friday,Xiaomi,2,19182.56,Rajesh Sheth,44,Lucknow,Credit Card,2,Redmi Note 10,6/16/2023
2171,Saturday,Xiaomi,9,40335.15,Arun Verma,33,Chennai,UPI,1,Redmi Note 10,6/17/2023
2172,Saturday,Vivo,5,34792.2,Krishna Sharma,38,Mumbai,Cash,2,Vivo V20,6/17/2023
2173,Saturday,Samsung,7,62610.55,Devendra Luthra,22,Mumbai,Cash,4,Galaxy S21,6/17/2023
2174,Sunday,Samsung,5,17563.33,Priya Varma,46,Bhopal,UPI,4,Galaxy Note 20,6/18/2023
2175,Sunday,Samsung,7,62512.59,Bina Jain,54,Bhopal,Cash,4,Galaxy A51,6/18/2023
2176,Sunday,Xiaomi,4,40732.66,Krishna Joshi,39,Jodhpur,Cash,1,Redmi 9,6/18/2023
2177,Sunday,Samsung,8,34261.87,Deepika Prasad,31,Mumbai,UPI,4,Galaxy A51,6/18/2023
2178,Monday,Apple,7,19718.03,Deepika Alva,36,Delhi,Cash,4,iPhone 12,6/19/2023
2179,Monday,OnePlus,5,52049.08,Meena Pillai,52,Delhi,Credit Card,4,OnePlus Nord,6/19/2023
2180,Monday,Xiaomi,6,65608.4,Vinod Prasad,41,Coimbatore,UPI,4,Mi 11,6/19/2023
2181,Tuesday,Vivo,5,32522.64,Pooja Goyal,59,Jodhpur,Cash,5,Vivo V20,6/20/2023
2182,Tuesday,Vivo,7,24495.1,Pooja Joshi,23,Delhi,Credit Card,2,Vivo Y51,6/20/2023
2183,Tuesday,OnePlus,2,43292.02,Yogesh Menon,20,Vadodara,Debit Card,2,OnePlus 9,6/20/2023
2184,Wednesday,Xiaomi,5,57771.16,Amit Ahuja,51,Patna,Cash,4,Redmi Note 10,6/21/2023
2185,Wednesday,Samsung,3,10226.06,Rajesh Chaudhary,19,Bangalore,UPI,4,Galaxy A51,6/21/2023
2186,Wednesday,Samsung,9,47882.65,Bhavana Rawat,32,Delhi,Credit Card,4,Galaxy Note 20,6/21/2023
2187,Wednesday,Apple,6,45790.96,Anita Joshi,54,Kolkata,Debit Card,1,iPhone SE,6/21/2023
2188,Thursday,Apple,3,29089.13,Prashant Dutta,32,Madurai,Debit Card,4,iPhone 12,6/22/2023
2189,Thursday,Samsung,7,37085.38,Vivek Pathak,49,Delhi,Cash,4,Galaxy Note 20,6/22/2023
2190,Thursday,Vivo,4,24817.79,Kiran Patel,38,Ludhiana,Debit Card,4,Vivo Y51,6/22/2023
2191,Thursday,Vivo,3,57393.14,Sumit Chatterjee,34,Mumbai,UPI,4,Vivo V20,6/22/2023
2192,Friday,Apple,8,48072.1,Pooja Arora,51,Delhi,Debit Card,5,iPhone SE,6/23/2023
2193,Friday,OnePlus,4,41962.7,Arun Ghosh,49,Indore,Cash,4,OnePlus 9,6/23/2023
2194,Friday,Samsung,1,33551.57,Deepika Prasad,40,Patna,Debit Card,5,Galaxy Note 20,6/23/2023
2195,Saturday,Apple,6,27483.06,Devendra Thakur,52,Mumbai,Cash,4,iPhone 11,6/24/2023
2196,Saturday,Apple,1,59364.19,Pankaj Shah,54,Patna,Debit Card,1,iPhone 11,6/24/2023
2197,Saturday,Samsung,5,37084.46,Mala Goyal,58,Delhi,Credit Card,2,Galaxy S21,6/24/2023
2198,Saturday,Samsung,7,40086.85,Manoj Luthra,54,Lucknow,Cash,2,Galaxy Note 20,6/24/2023
2199,Sunday,Vivo,6,41249.72,Pooja Sharma,50,Bhopal,UPI,2,Vivo Y51,6/25/2023
2200,Sunday,OnePlus,2,36902.02,Ravi Solanki,42,Delhi,UPI,2,OnePlus Nord,6/25/2023
2201,Sunday,OnePlus,4,25365.31,Rajesh Mishra,54,Ranchi,Debit Card,4,OnePlus Nord,6/25/2023
2202,Monday,Samsung,2,17220.43,Amit Das,57,Mumbai,Credit Card,2,Galaxy Note 20,6/26/2023
2203,Monday,Xiaomi,1,15912.24,Anand Siddiqui,38,Mumbai,Debit Card,4,Redmi 9,6/26/2023
2204,Monday,Apple,3,55447.75,Bina Solanki,55,Patna,Debit Card,1,iPhone 12,6/26/2023
2205,Monday,Apple,3,23411.67,Kavita Nair,57,Vadodara,Credit Card,4,iPhone SE,6/26/2023
2206,Tuesday,Samsung,7,13340.37,Isha Desai,51,Rajkot,Cash,4,Galaxy A51,6/27/2023
2207,Tuesday,Xiaomi,1,57851.04,Anjali Alva,36,Mumbai,UPI,4,Redmi 9,6/27/2023
2208,Tuesday,Vivo,9,19243.7,Vivek Patel,44,Mumbai,Credit Card,4,Vivo S1,6/27/2023
2209,Wednesday,Samsung,6,47508.77,Mala Siddiqui,26,Mumbai,Debit Card,4,Galaxy S21,6/28/2023
2210,Wednesday,Samsung,4,30318.6,Priyanka Pillai,22,Delhi,Cash,4,Galaxy A51,6/28/2023
2211,Wednesday,Apple,3,17588.82,Mala Chatterjee,22,Delhi,Debit Card,1,iPhone 11,6/28/2023
2212,Wednesday,Samsung,3,34868.86,Bhavana Mishra,42,Ludhiana,Cash,5,Galaxy A51,6/28/2023
2213,Thursday,Samsung,2,10888.53,Sunil Kumar,43,Lucknow,UPI,4,Galaxy A51,6/29/2023
2214,Thursday,Samsung,2,60462.7,Anjali Rao,36,Patna,UPI,4,Galaxy Note 20,6/29/2023
2215,Thursday,Apple,5,40809.88,Sumit Teja,47,Delhi,Cash,4,iPhone 12,6/29/2023
2216,Friday,Vivo,9,18349.6,Shruti Mehta,53,Ludhiana,UPI,2,Vivo Y51,6/30/2023
2217,Friday,Vivo,2,24218.82,Sachin Iyer,33,Hyderabad,Debit Card,2,Vivo Y51,6/30/2023
2218,Friday,Samsung,2,36878.51,Pooja Thakur,24,Delhi,Cash,1,Galaxy Note 20,6/30/2023
2219,Saturday,Apple,6,21332.16,Ravi Gupta,35,Ludhiana,Debit Card,2,iPhone 11,7/1/2023
2220,Saturday,Vivo,2,26115.95,Sumit Malhotra,38,Hyderabad,Cash,5,Vivo S1,7/1/2023
2221,Saturday,Vivo,4,42063.13,Priyanka Dutta,48,Delhi,Debit Card,4,Vivo S1,7/1/2023
2222,Sunday,Vivo,6,59956.54,Amit Sheth,18,Delhi,UPI,1,Vivo S1,7/2/2023
2223,Sunday,Apple,5,34110.38,Anita Mathur,20,Vadodara,Credit Card,2,iPhone SE,7/2/2023
2224,Sunday,Apple,1,53018.52,Isha Menon,48,Bhopal,Debit Card,2,iPhone 12,7/2/2023
2225,Sunday,Samsung,6,62601.05,Neeta Mathur,42,Bangalore,Cash,4,Galaxy A51,7/2/2023
2226,Monday,OnePlus,1,22978.06,Lata Verma,25,Hyderabad,UPI,1,OnePlus Nord,7/3/2023
2227,Monday,Vivo,3,58431.52,Rajesh Yadav,18,Kanpur,Cash,4,Vivo V20,7/3/2023
2228,Monday,OnePlus,5,55444.13,Kiran Gupta,24,Kolkata,Debit Card,1,OnePlus 8T,7/3/2023
2229,Tuesday,Apple,5,31416.24,Vijay Siddiqui,24,Jodhpur,Cash,2,iPhone SE,7/4/2023
2230,Tuesday,Apple,6,69371.2,Reena Dutta,25,Delhi,Cash,4,iPhone SE,7/4/2023
2231,Tuesday,Apple,8,25754.34,Pooja Ahuja,36,Lucknow,Debit Card,4,iPhone 11,7/4/2023
2232,Wednesday,OnePlus,5,25288.2,Neeta Desai,34,Lucknow,UPI,5,OnePlus Nord,7/5/2023
2233,Wednesday,Apple,1,56335.55,Rohan Pathak,28,Mumbai,UPI,4,iPhone 11,7/5/2023
2234,Wednesday,Samsung,5,36079.44,Deepika Das,58,Jodhpur,Debit Card,1,Galaxy Note 20,7/5/2023
2235,Wednesday,Apple,3,29847.7,Sanjay Das,28,Delhi,UPI,5,iPhone 11,7/5/2023
2236,Thursday,Xiaomi,4,20719.77,Manoj Siddiqui,55,Hyderabad,Credit Card,4,Redmi 9,7/6/2023
2237,Thursday,OnePlus,8,55919.95,Pooja Patel,58,Rajkot,Cash,4,OnePlus 8T,7/6/2023
2238,Thursday,Xiaomi,7,57179.31,Namita Malhotra,19,Delhi,Debit Card,5,Redmi 9,7/6/2023
2239,Thursday,Apple,5,43993.84,Pankaj Patel,21,Bangalore,Credit Card,2,iPhone 12,7/6/2023
2240,Friday,Samsung,2,67438.82,Prashant Roy,45,Mumbai,Cash,4,Galaxy Note 20,7/7/2023
2241,Friday,Vivo,6,29089.8,Radha Alva,50,Madurai,Debit Card,4,Vivo S1,7/7/2023
2242,Friday,Apple,6,23177.14,Sunil Reddy,28,Chennai,UPI,2,iPhone 11,7/7/2023
2243,Saturday,Samsung,6,50648.01,Umesh Kulkarni,20,Coimbatore,Debit Card,4,Galaxy A51,7/8/2023
2244,Saturday,OnePlus,9,55504.52,Sunita Mehta,57,Coimbatore,Debit Card,2,OnePlus Nord,7/8/2023
2245,Saturday,Xiaomi,8,23494.36,Pooja Thakur,22,Mumbai,Cash,2,Redmi Note 10,7/8/2023
2246,Sunday,Xiaomi,8,14596.65,Amit Joshi,38,Mumbai,Cash,2,Mi 11,7/9/2023
2247,Sunday,Xiaomi,1,58630.99,Sneha Ghosh,39,Bhopal,Cash,5,Redmi 9,7/9/2023
2248,Sunday,OnePlus,5,68590.12,Ravi Siddiqui,54,Rajkot,Credit Card,4,OnePlus 9,7/9/2023
2249,Sunday,Samsung,7,48680.34,Amit Ghosh,28,Hyderabad,UPI,2,Galaxy A51,7/9/2023
2250,Monday,OnePlus,6,26672.01,Bhavana Srivastava,39,Indore,Debit Card,4,OnePlus Nord,7/10/2023
2251,Monday,Xiaomi,5,69800.36,Harish Solanki,58,Chennai,Debit Card,2,Redmi Note 10,7/10/2023
2252,Monday,Apple,8,63596,Umesh Ghosh,30,Rajkot,UPI,2,iPhone 11,7/10/2023
2253,Monday,Vivo,3,40802.84,Mala Chatterjee,20,Lucknow,Debit Card,2,Vivo V20,7/10/2023
2254,Tuesday,OnePlus,6,59519.28,Anjali Varma,30,Delhi,Cash,5,OnePlus 8T,7/11/2023
2255,Tuesday,OnePlus,5,58949.23,Navin Verma,45,Delhi,Debit Card,2,OnePlus Nord,7/11/2023
2256,Tuesday,Samsung,8,66087.94,Amit Srivastava,28,Mumbai,UPI,2,Galaxy A51,7/11/2023
2257,Tuesday,Samsung,4,60455.43,Neeta Sharma,28,Hyderabad,Credit Card,2,Galaxy S21,7/11/2023
2258,Wednesday,OnePlus,8,48620.75,Pankaj Sheth,38,Bangalore,Credit Card,2,OnePlus 9,7/12/2023
2259,Wednesday,Xiaomi,2,46558.22,Kiran Deshmukh,38,Mumbai,UPI,2,Redmi Note 10,7/12/2023
2260,Wednesday,Vivo,9,38041.44,Kavita Gupta,24,Mumbai,Debit Card,2,Vivo S1,7/12/2023
2261,Wednesday,Samsung,9,47589.14,Jyoti Mehta,34,Bhopal,Debit Card,4,Galaxy Note 20,7/12/2023
2262,Thursday,Xiaomi,6,57713,Sumit Roy,31,Ranchi,Credit Card,2,Redmi Note 10,7/13/2023
2263,Thursday,Apple,4,68142.26,Kiran Singh,50,Mumbai,Debit Card,2,iPhone 11,7/13/2023
2264,Thursday,Samsung,4,38037.24,Bhavana Sheth,28,Madurai,Credit Card,5,Galaxy S21,7/13/2023
2265,Thursday,Xiaomi,6,44419.19,Meena Dutta,30,Chennai,UPI,2,Redmi Note 10,7/13/2023
2266,Friday,Xiaomi,5,36688.33,Aditya Nair,18,Indore,UPI,5,Redmi Note 10,7/14/2023
2267,Friday,Vivo,6,50109.32,Nikhil Ahuja,51,Delhi,Debit Card,3,Vivo V20,7/14/2023
2268,Friday,Vivo,7,47795.23,Monika Kumar,26,Mumbai,Cash,5,Vivo S1,7/14/2023
2269,Saturday,Apple,7,11070.03,Isha Kaur,30,Vadodara,Cash,3,iPhone SE,7/15/2023
2270,Saturday,Xiaomi,9,42469.69,Priyanka Mishra,54,Delhi,Credit Card,3,Redmi Note 10,7/15/2023
2271,Saturday,Xiaomi,8,15309.21,Sunil Jain,47,Delhi,UPI,5,Redmi 9,7/15/2023
2272,Saturday,Vivo,6,11583.02,Arun Iyer,58,Delhi,Credit Card,4,Vivo S1,7/15/2023
2273,Sunday,Samsung,6,57471.83,Manoj Kapoor,54,Ludhiana,UPI,5,Galaxy A51,7/16/2023
2274,Sunday,Samsung,5,25518.99,Anita Shah,24,Mumbai,Credit Card,2,Galaxy A51,7/16/2023
2275,Sunday,OnePlus,1,30439.3,Arun Siddiqui,31,Ranchi,Credit Card,5,OnePlus 8T,7/16/2023
2276,Monday,Vivo,9,13845.08,Arun Yadav,23,Ranchi,Credit Card,4,Vivo Y51,7/17/2023
2277,Monday,OnePlus,9,20770.02,Prashant Arora,51,Bangalore,Debit Card,5,OnePlus Nord,7/17/2023
2278,Monday,Vivo,9,55936.29,Sanjay Das,33,Delhi,Cash,4,Vivo Y51,7/17/2023
2279,Tuesday,Apple,8,39611.85,Pankaj Nambiar,54,Mumbai,UPI,2,iPhone 12,7/18/2023
2280,Tuesday,Xiaomi,3,62840.11,Jyoti Ahuja,53,Delhi,Credit Card,2,Mi 11,7/18/2023
2281,Tuesday,Apple,1,33834.53,Monika Bhatnagar,23,Mumbai,Cash,4,iPhone 12,7/18/2023
2282,Wednesday,Vivo,8,26122.04,Tanuja Rao,25,Delhi,Credit Card,4,Vivo Y51,7/19/2023
2283,Wednesday,Xiaomi,7,30855.99,Kunal Malhotra,41,Delhi,Credit Card,4,Mi 11,7/19/2023
2284,Wednesday,Samsung,5,52766.31,Rohan Jain,20,Gorakhpur,UPI,2,Galaxy S21,7/19/2023
2285,Wednesday,Samsung,7,43300.34,Mala Verma,21,Coimbatore,Debit Card,3,Galaxy S21,7/19/2023
2286,Thursday,OnePlus,4,64251.47,Prashant Mathur,49,Kanpur,Credit Card,4,OnePlus Nord,7/20/2023
2287,Thursday,Vivo,9,46130.13,Pankaj Kapoor,18,Coimbatore,UPI,2,Vivo Y51,7/20/2023
2288,Thursday,Vivo,2,39581.09,Isha Singh,51,Delhi,Debit Card,2,Vivo V20,7/20/2023
2289,Friday,Samsung,9,57145.16,Pooja Pathak,26,Patna,Debit Card,4,Galaxy A51,7/21/2023
2290,Friday,Apple,9,66852.03,Namita Deshmukh,29,Chennai,Cash,3,iPhone 12,7/21/2023
2291,Friday,Xiaomi,5,31350.75,Deepika Solanki,27,Mumbai,Cash,2,Redmi 9,7/21/2023
2292,Saturday,Apple,1,24992.57,Sneha Patel,27,Madurai,Credit Card,2,iPhone SE,7/22/2023
2293,Saturday,Apple,7,46973.04,Vivek Mehta,40,Vadodara,Cash,3,iPhone 12,7/22/2023
2294,Saturday,Samsung,4,39932.37,Kiran Alva,23,Bangalore,UPI,2,Galaxy S21,7/22/2023
2295,Saturday,Samsung,9,69351.13,Anita Pillai,41,Ranchi,UPI,3,Galaxy Note 20,7/22/2023
2296,Sunday,Samsung,6,37741.71,Krishna Menon,41,Delhi,Cash,5,Galaxy Note 20,7/23/2023
2297,Sunday,OnePlus,3,14459.89,Manoj Nambiar,38,Mumbai,UPI,5,OnePlus Nord,7/23/2023
2298,Sunday,Apple,6,68642.14,Shruti Sharma,59,Delhi,UPI,5,iPhone 12,7/23/2023
2299,Monday,Vivo,6,60615.22,Krishna Rao,48,Delhi,Credit Card,2,Vivo Y51,7/24/2023
2300,Monday,Xiaomi,5,20695.01,Anjali Jain,58,Delhi,Credit Card,5,Redmi 9,7/24/2023
2301,Monday,OnePlus,2,64276.32,Lata Kumar,47,Mumbai,UPI,2,OnePlus 8T,7/24/2023
2302,Tuesday,Vivo,2,30440.01,Kavita Teja,51,Kanpur,Cash,2,Vivo S1,7/25/2023
2303,Tuesday,Apple,7,32626.72,Kiran Solanki,35,Bangalore,UPI,5,iPhone 11,7/25/2023
2304,Tuesday,Samsung,2,64383.49,Isha Ghosh,29,Patna,Debit Card,3,Galaxy S21,7/25/2023
2305,Tuesday,Apple,6,41806.93,Nikhil Luthra,52,Delhi,Debit Card,3,iPhone SE,7/25/2023
2306,Wednesday,Xiaomi,5,18265.78,Lata Verma,24,Delhi,Debit Card,2,Redmi 9,7/26/2023
2307,Wednesday,OnePlus,4,32143.37,Kiran Ghosh,58,Delhi,Credit Card,3,OnePlus 8T,7/26/2023
2308,Wednesday,OnePlus,7,53325.85,Umesh Patel,57,Delhi,Cash,4,OnePlus 8T,7/26/2023
2309,Thursday,Xiaomi,8,20451.05,Arun Deshmukh,42,Bhopal,UPI,3,Mi 11,7/27/2023
2310,Thursday,Vivo,4,45413.87,Lalita Rao,23,Mumbai,Cash,2,Vivo V20,7/27/2023
2311,Thursday,Vivo,1,51716.45,Shruti Roy,18,Chennai,Cash,3,Vivo Y51,7/27/2023
2312,Friday,OnePlus,1,30631.21,Bhavana Reddy,33,Mumbai,Cash,2,OnePlus 8T,7/28/2023
2313,Friday,OnePlus,1,51632.84,Deepika Dutta,21,Chennai,Debit Card,3,OnePlus 9,7/28/2023
2314,Friday,Samsung,1,63052.44,Vijay Das,46,Lucknow,UPI,2,Galaxy Note 20,7/28/2023
2315,Saturday,Vivo,5,38327,Ravi Prasad,55,Kanpur,Credit Card,4,Vivo V20,7/29/2023
2316,Saturday,Xiaomi,4,32974.56,Namita Rao,45,Kolkata,Cash,5,Redmi Note 10,7/29/2023
2317,Saturday,Vivo,9,25069.5,Ayesha Menon,39,Madurai,Cash,4,Vivo Y51,7/29/2023
2318,Saturday,Samsung,3,46252.33,Umesh Srivastava,25,Delhi,Debit Card,2,Galaxy S21,7/29/2023
2319,Sunday,OnePlus,7,62791.12,Ravi Kumar,49,Delhi,Debit Card,4,OnePlus 8T,7/30/2023
2320,Sunday,OnePlus,8,29479.68,Krishna Nambiar,50,Indore,UPI,4,OnePlus 9,7/30/2023
2321,Sunday,Samsung,6,33774.13,Monika Rawat,30,Delhi,Credit Card,2,Galaxy A51,7/30/2023
2322,Sunday,Xiaomi,1,34397.53,Anand Kapoor,44,Mumbai,Credit Card,2,Mi 11,7/30/2023
2323,Monday,OnePlus,8,43648.74,Anita Dutta,35,Delhi,Debit Card,5,OnePlus Nord,7/31/2023
2324,Monday,Apple,3,23704.54,Mala Mathur,35,Madurai,UPI,5,iPhone SE,7/31/2023
2325,Monday,OnePlus,8,59332.67,Rajesh Shah,30,Lucknow,Cash,3,OnePlus Nord,7/31/2023
2326,Monday,Apple,4,27736.14,Rajesh Yadav,39,Jodhpur,UPI,2,iPhone SE,7/31/2023
2327,Tuesday,Samsung,8,52321.76,Kavita Goyal,31,Ranchi,Credit Card,2,Galaxy Note 20,8/1/2023
2328,Tuesday,Samsung,1,40792.94,Priya Reddy,28,Mumbai,Debit Card,4,Galaxy S21,8/1/2023
2329,Tuesday,OnePlus,3,45153.86,Ravi Gupta,56,Mumbai,Cash,4,OnePlus 8T,8/1/2023
2330,Wednesday,Vivo,6,20776.52,Sunil Gupta,39,Delhi,Cash,5,Vivo Y51,8/2/2023
2331,Wednesday,Apple,9,54101.39,Prashant Das,53,Ranchi,Credit Card,2,iPhone 12,8/2/2023
2332,Wednesday,Xiaomi,2,21317.23,Nikhil Patel,34,Ranchi,Cash,2,Redmi 9,8/2/2023
2333,Thursday,OnePlus,1,16808.42,Priya Prasad,49,Indore,UPI,5,OnePlus 9,8/3/2023
2334,Thursday,Xiaomi,3,42800.77,Sachin Joshi,31,Delhi,Credit Card,2,Redmi 9,8/3/2023
2335,Thursday,OnePlus,4,52557.83,Priya Dutta,59,Gorakhpur,Credit Card,2,OnePlus 8T,8/3/2023
2336,Thursday,Vivo,5,13002.15,Monika Bhatnagar,46,Ranchi,Cash,4,Vivo V20,8/3/2023
2337,Friday,Vivo,3,14163.72,Ravi Thakur,23,Lucknow,Credit Card,4,Vivo V20,8/4/2023
2338,Friday,Vivo,2,58160.75,Krishna Rao,21,Delhi,Debit Card,5,Vivo S1,8/4/2023
2339,Friday,Vivo,2,58541.96,Ramesh Jain,28,Delhi,UPI,2,Vivo V20,8/4/2023
